1.1400757492299882,-0.5270488775282266
-5.952978485218947,-6.117448206898631
-73.48467030078882,-75.28655841221612
-894.6101466584552,-910.4882406413899
-10819.407448677557,-10993.865802509774
-130631.09651542827,-132748.15979339826
-1577350.2585445507,-1602893.7247140103
-1.9046013830284823E7,-1.935445206059234E7
-2.2997481486081195E8,-2.3369907990436316E8
-2.7768754201904325E9,-2.821844800961885E9
-3.3529920055066475E10,-3.4072911539038975E10
-4.048635132262789E11,-4.1141996907741565E11
-4.888602897975487E12,-4.967770093907782E12
-5.902838243855391E13,-5.998430207766991E13
-7.127496354335316E14,-7.242920722433848E14
-8.606233507066985E15,-8.74560489568329E15
-1.0391763319964464E17,-1.05600500022728384E17
-1.25477358718519834E18,-1.27509368855143091E18
-1.515100668307941E19,-1.5396365682300357E19
-1.8294376440108794E20,-1.8590639915441383E20
-2.2089899129024993E21,-2.2447628199875597E21
-2.667287650540973E22,-2.7104823399936556E22
-3.220668129434959E23,-3.272824393740715E23
-3.888858105669371E24,-3.951835197085014E24
-4.695677032915409E25,-4.771719941585472E25
-5.669886171805696E26,-5.7617056545575966E26
-6.846213863493489E27,-6.957083076156126E27
-8.266593516067625E28,-8.40046469403588E28
-9.981658435224589E29,-1.014330378166663E30
-1.2052546786513015E31,-1.2247728590564694E31
-1.4553081031951452E32,-1.4788757081224718E32
-1.7572399532980356E33,-1.7856971142874624E33
-2.1218134130411147E34,-2.1561745631908775E34
-2.5620246974874063E35,-2.6035147336878986E35
-3.093566338204803E36,-3.1436642859281867E36
-3.7353865863429744E37,-3.7958783235390267E37
-4.5103648747122106E38,-4.5834067942974366E38
-5.446127417551799E39,-5.534323297914826E39
-6.576032022265593E40,-6.682525846047608E40
-7.940357219424382E41,-8.068945249353151E41
-9.587738100816454E42,-9.743004207842602E42
-1.157690004990876E44,-1.1764379117784747E44
-1.397875216826839E45,-1.4205127399571957E45
-1.6878915023837337E46,-1.7152256180950631E46
-2.0380772829540288E47,-2.0710823903333966E47
-2.4609158855454328E48,-2.500768541641129E48
-2.9714805451106456E49,-3.0196014065163167E49
-3.5879717311077703E50,-3.6460761971404346E50
-4.332365952861769E51,-4.4025253156478876E51
-5.231199172163181E52,-5.315914453494345E52
-6.31651274998234E53,-6.418803857056621E53
-7.626995648149043E54,-7.75050902639752E54
-9.209363602891024E55,-9.358502223468011E55
-1.1120024434632609E57,-1.1300104750328134E57
-1.3427088858562196E58,-1.364453032325819E58
-1.621279847679413E59,-1.647535238440211E59
-1.9576457504526054E60,-1.989348330499423E60
-2.3637972739564618E61,-2.402077168199191E61
-2.8542127967085813E62,-2.900434596356135E62
-3.446374517244269E63,-3.5021859243790835E63
-4.1613916547524253E64,-4.2287822191640134E64
-5.024752944752504E65,-5.106124986864653E65
-6.0672352545728E66,-6.165489502705537E66
-7.326000708706331E67,-7.444639703446369E67
-8.845921434069173E68,-8.989174385879581E68
-1.0681179149318198E70,-1.0854152700277238E70
-1.289719661995109E71,-1.3106056883933487E71
-1.55729698311722E72,-1.5825162201791485E72
-1.8803884015185244E73,-1.9108398577150637E73
-2.270511391788423E74,-2.307280592308355E74
-2.741572951672036E75,-2.785970634927282E75
-3.310365354925343E76,-3.363974197395677E76
-3.9971647577010825E77,-4.061895792752771E77
-4.826453997422251E78,-4.904614739303251E78
-5.8277953502799444E79,-5.92217205175722E79
-7.036884359176294E80,-7.150841335113033E80
-8.496822298683039E81,-8.6344218562155E81
-1.0259652637498827E83,-1.0425799888051003E83
-1.238821626979906E84,-1.2588833985154247E84
-1.4958391650258407E85,-1.5200631395909186E85
-1.8061799688467158E86,-1.8354296760667699E86
-2.180906982607831E87,-2.216225108052541E87
-2.633378372491102E88,-2.6760239270446548E88
-3.179723714952621E89,-3.231216915689652E89
-3.8394189794563085E90,-3.9015954419247315E90
-4.635980802511002E91,-4.711056976253435E91
-5.597804802302153E92,-5.688456982243501E92
-6.759177817929E93,-6.868637548206567E93
-8.16150015727494E94,-8.293669428440729E94
-9.854761423869166E95,-1.0014351769982742E96
-1.1899322532612214E97,-1.2092022986719308E97
-1.4368067439175036E98,-1.4600747334402865E98
-1.7349001287333165E99,-1.7629955133000523E99
-2.094838759228217E100,-2.128763075430091E100
-2.5294536293387876E101,-2.5704162019289954E101
-3.054237771184057E102,-3.1036988227561247E102
-3.687898546440576E103,-3.747621251044329E103
-4.453024521259154E104,-4.525137857547408E104
-5.376890697298046E105,-5.463965341775818E105
-6.492430803528408E106,-6.597570769326457E106
-7.839411308804594E107,-7.966364596691254E107
-9.465849006078584E108,-9.6191412121669E108
-1.1429722701913197E110,-1.161481834487442E110
-1.3801040029134115E111,-1.4024537347865966E111
-1.6664333059793308E112,-1.6934199225637043E112
-2.0121671681372788E113,-2.0447526809659926E113
-2.4296302156240116E114,-2.4689762241534805E114
-2.933704057072879E115,-2.9812131570627642E115
-3.542357779031571E116,-3.599723561895121E116
-4.277288503048813E117,-4.346555928536742E117
-5.1646948387339895E118,-5.248333133100831E118
-6.236210804632999E119,-6.3372014829398365E119
-7.530033509076493E120,-7.651976659425081E120
-9.092284790259223E121,-9.23952740874881E121
-1.097865535492392E123,-1.1156446306180259E123
-1.325639002545622E124,-1.3471067152723345E124
-1.6006684864936537E125,-1.6265900919780735E125
-1.9327581632207652E126,-1.9640577077713973E126
-2.33374627477013E127,-2.3715395159976386E127
-2.8179271357610397E128,-2.8635613168006427E128
-3.402560693210132E129,-3.457662568876713E129
-4.108487804405877E130,-4.1750216313050687E130
-4.960873166093847E131,-5.041210723904722E131
-5.990102378709347E132,-6.087107518738263E132
-7.232865123958019E133,-7.349995858927357E133
-8.733463068562799E134,-8.874894842903496E134
-1.0545389117972585E136,-1.071616365292615E136
-1.2733234316837256E137,-1.2939439336356793E137
-1.5374990372916025E138,-1.5623976617186078E138
-1.8564829884162244E139,-1.886547314677609E139
-2.2416463377759922E140,-2.2779480907584043E140
-2.7067192831922226E141,-2.7505525378655093E141
-3.2682806179289194E142,-3.321207930177011E142
-3.946348726984432E143,-4.010256835170479E143
-4.765095197009288E144,-4.842262279909229E144
-5.753706478421557E145,-5.846883367118544E145
-6.94742431601533E146,-7.059932554774443E146
-8.388802037048357E147,-8.524652288818856E147
-1.0129221480623235E149,-1.0293256498055352E149
-1.2230724643446215E150,-1.2428791902014214E150
-1.476822533597108E151,-1.5007385483180972E151
-1.78321796894419E152,-1.8120958240864223E152
-2.1531810711339954E153,-2.188050196585899E153
-2.5999001837306182E154,-2.6420035845473388E154
-3.139299827581408E155,-3.1901383942893276E155
-3.790608373784314E156,-3.851994385716376E156
-4.5770434914060955E157,-4.651165220340209E157
-5.526639804604336E158,-5.616139521677707E158
-6.673248263248166E159,-6.781316429916726E159
-8.057742852328482E160,-8.188231853064982E160
-9.72947765660494E161,-9.887039127647863E161
-1.1748046221532077E163,-1.1938296871143085E163
-1.418540592768209E164,-1.44151277590272E164
-1.7128443107783079E165,-1.7405825181928163E165
-2.0682070346964036E166,-2.101700070428581E166
-2.4972966377919224E167,-2.5377384524266403E167
-3.015409188975275E168,-3.0642414412687742E168
-3.641014222882295E169,-3.6999776716195556E169
-4.396413136797623E170,-4.467609694885818E170
-5.308534184770624E171,-5.394501847656031E171
-6.409892408656847E172,-6.513695728092934E172
-7.739748725444439E173,-7.865088053795304E173
-9.3455094896938E174,-9.496852889084018E174
-1.128441642230984E176,-1.1467158940882053E176
-1.3625587147765889E177,-1.3846243140882656E177
-1.6452479080292607E178,-1.671891443249613E178
-1.98658644909734E179,-2.0187577016888115E179
-2.398742281012515E180,-2.437588082995792E180
-2.896407822237787E181,-2.943312938146267E181
-3.4973237179857214E182,-3.5539602085731744E182
-4.2229112538908607E183,-4.291298081296243E183
-5.099035976146057E184,-5.181610975304101E184
-6.156929739424671E185,-6.256636521339436E185
-7.434304051500995E186,-7.554696936286508E186
-8.976694402773653E187,-9.122065123086026E187
-1.0839083502983501E189,-1.1014614194533812E189
-1.3087861289824892E190,-1.3299809222736856E190
-1.5803191579301706E191,-1.6059112215567067E191
-1.9081869723533245E192,-1.9390886052056113E192
-2.304077314501454E193,-2.3413900895426746E193
-2.7821027751033446E194,-2.8271568079414084E194
-3.3593038751447015E195,-3.4137052396299447E195
-4.056256521703449E196,-4.121944502810348E196
-4.8978054922623064E197,-4.977121717190279E197
-5.913950094546953E198,-6.009722006406855E198
-7.1409135736496925E199,-7.256555223383152E199
-8.62243438837148E200,-8.76206813790588E200
-1.041132538784851E202,-1.0579928862928422E202
-1.2571356469565623E203,-1.2774940000795082E203
-1.5179527831234951E204,-1.5425348708700327E204
-1.8328814852801484E205,-1.8625636031965232E205
-2.2131482457379246E206,-2.24898849385215E206
-2.672308710055091E207,-2.715584711737592E207
-3.2267309049851825E208,-3.27898535131756E208
-3.8961787214216925E209,-3.959274364626813E209
-4.7045164521796036E210,-4.7807025085037943E210
-5.680559499784075E211,-5.772551828943209E211
-6.859101580065042E212,-6.970179499469506E212
-8.282155039030764E213,-8.41627822399634E213
-1.0000448497497281E215,-1.0162398134668708E215
-1.2075235211100248E216,-1.2270784436886144E216
-1.4580476609612666E217,-1.481659630937455E217
-1.7605478853781408E218,-1.789058615805008E218
-2.1258076396940105E219,-2.1602334732984584E219
-2.566847603813281E220,-2.608415743303819E220
-3.0993898498503676E221,-3.149582104903897E221
-3.742418298259932E222,-3.803023908668163E222
-4.5188554514453645E223,-4.592034869445952E223
-5.456379528860246E224,-5.544741434347751E224
-6.588411132611579E225,-6.695105426645458E225
-7.955304615950584E226,-8.084134707567355E226
-9.605786624229444E227,-9.761345013328634E227
-1.1598693089038898E229,-1.1786525078564435E229
-1.400506659541903E230,-1.4231867968803174E230
-1.6910688888516393E231,-1.7184544599137722E231
-2.0419138797792742E232,-2.074981117918475E232
-2.4655484586831866E233,-2.5054761357680933E233
-2.9770742352621424E234,-3.025285682214123E234
-3.5947259406108986E235,-3.6529397859157714E235
-4.3405214539311205E236,-4.41081288883775E236
-5.241046689872156E237,-5.325921444242994E237
-6.328403325951118E238,-6.430886991835576E238
-7.641353154380328E239,-7.765099041493324E239
-9.226699851843357E240,-9.37611921975167E240
-1.1140957424171028E242,-1.1321376733668833E242
-1.3452364802177243E243,-1.3670215591504891E243
-1.6243318404416434E244,-1.6506366558978054E244
-1.9613309382195068E245,-1.993093197071921E245
-2.3682470252944686E246,-2.4065989798667794E246
-2.859585735137372E247,-2.9058945454254285E247
-3.452862175804647E248,-3.508778645622421E248
-4.169225303723817E249,-4.236742728106631E249
-5.0342118359126764E250,-5.115737057553906E250
